1,拔苗助長,pHl4XLE6GXM
2,守株待兔,HRgG9qOy2jo
3,畫龍點睛,iz17aJPc-c8
4,畫蛇添足,jbBA6p7ICIc
5,自相矛盾,9OjdSLKz2_s
6,濫竽充數,iG4q5tbriLA
7,望梅止渴,9z0PJ6DH4H4
8,杞人憂天,MVuSYcgmjXE
9,刻舟求劍,wR92jw3f0z0
10,狐假虎威,61i9LOyZarQ
11,黃粱美夢,f6WRWTDMg1w
12,樂不思蜀,SPxSUom1As0
13,抱薪救火,AHR2Wb738v4
14,百步穿楊,AuEH6LH-gIk
15,班門弄斧,1gYRLOVt15M
16,點石成金,3zVNxAQw2I0
17,半途而廢,EVhcnZKirMM
18,戰無不勝,SAU88G7giTw
19,老馬識途,sdqyC8Jeqro
20,擊鼓戲民,4lJSL_0XdH8
21,涸澤而漁,UFWKsg7yYYg
22,囫圇吞棗,tXOYAMw-yCU
23,杯水車薪,v79X68nnr9I
24,匹夫之勇,GZZjwt2w4Ko
25,狡兔三窟,flc-PP8rOLw
26,黔驢技窮,3hSoeGJmWh8
27,敲山震虎,tw4GD2azTkA
28,熟能生巧,lLD7PkdJWn8
29,失斧疑鄰,1YPGC0EifF8
30,覆水難收,T6Rnt_FpXec
31,金玉其外敗絮其中,nfGvkEl0YGE
32,葉公好龍,22Cp3tbXEE0
33,引狼入室,CEOsgetl1lc
34,張冠李戴,SuvyaSBpSjw
35,掩耳盜鈴,SaTwehxpyyQ
36,五十步笑百步,D9Cywj8ELqo
37,因噎廢食,zpNFsAGCgDw
38,好好先生,8SsGYgk2Z-M
39,瞎子摸象,gOBsNL81Tf8
40,夜郎自大,KwTngItom0g
41,鷸蚌相爭漁翁得利,9A8hp_BqMuk
42,一葉障目,tDOqmGAtC94
43,愛屋及烏,de_P48UDs_A
44,愚公移山,zGu_KaKtZrU
45,江郎才盡,hTi0ggEOhuA
46,投鼠忌器,vyANBy6eubA
47,聞雞起舞,8HhyMkRJlh0
48,聞雞起舞,8HhyMkRJlh0
49,鑿壁偷光,2MfIyeod8BY
50,兩敗俱傷,MeYXmrFyyoc
51,士別三日刮目相看,OzrD9PvxxO0
52,亡羊補牢,5fqy-PSp6UA
53,坐山觀虎鬥,rrCp-w5U0uQ
54,鄭人買履,4-q650ZHSXU
55,狗仗人勢,b0rwBkOzxDI
56,驕兵必敗,VD-JScdT5N0
57,塞翁失馬,_TUfhaDi1Bs
58,養虎為患,ZNHuGT_Heyk
59,見異思遷,-PnGqPMgQf8
60,居安思危,ZNQPj0DPxus
61,病從口入,uJun0jDLN7U
62,青出於藍而勝於藍,1PXEfbEpnYQ
63,愛財如命,8yXkZYbO3SA
64,害群之馬,PQnoPKdjGic
65,毛遂自薦,ub5CwLNYMY0
66,飽漢不知餓漢飢,sBVNpufxs5I
67,對症下藥,8TeqCnE7k2g
68,閉門造車,AMUtP4by-so
69,初生牛犢不怕虎,u1ZD00hbYXQ
70,改頭換面,tIuTfrdGZ6M
71,水中撈月,cYWxAjzv9QM
72,大海撈針,tMMrnu2huTw
73,得過且過,-L-Zu1MPw2s
74,螳臂擋車,AGqnjhgDY5M
75,鼠目寸光,UU3RfdheYFw
76,買櫝還珠,x8E-8asPmD8
77,三天打魚兩天曬網,Ny0tg8Wd3Pc
78,笨鳥先飛,YfXhWMLM9pA
79,東郭先生,AYU5crBkwqE
80,原形畢露,R4NN6hHWgWY
81,斷章取義,lnHbP8KtnHU
82,完璧歸趙,e5N62U_p7jI
83,泥船渡河,NSp2T8bDosI
84,目空一切,TETtOgQkmMo
85,螳螂捕蟬黃雀在後,2LgCE2vi-ZY
86,雪中送炭,SMxuIJbjs8c
87,魚目混珠,4hJAksFHQTY
88,畫餅充飢,lLjZASXYxUE
89,同舟共濟,wZLJjFtLahk
90,歪打正著,5ST0HDmNRRQ
91,愛不釋手,hvPRMJC_9yk
92,放虎歸山,8yWsz7r4ORQ
93,三人成虎,vHhT4sweRu8
94,伯樂相馬,GTGM-08R3k8
95,程門立雪,bwfFk4ZCNYc
96,虎落平陽,9PAgZpp7x20
97,按勞分配,50fIHRpycww
98,談虎色變,ZfSTmlx1eDg
99,獨占鰲頭,hDSikhwU5eQ
100,白日做夢,8-oc3SRuKlU
101,聲東擊西,cAqmEbGnU0Q
102,做賊心虛,AaJEmEXMIbs
103,寶刀未老,e_1JaBRi-Lo
