1,惡人先告狀,t8irAc6kVDU
2,失之東隅，收之桑榆,Ad9uYX8lxog
3,繞樑三日,LGsY4QnGsUs
4,孺子可教,z7RFlM00myg
5,南柯一夢,Rp2nbILERv4
6,礙手礙腳,5ioF99Z8j-k
7,弄巧成拙,9EJequkGV74
8,臨渴掘井,DIr61NUFGY0
9,單刀赴會,3yhe9hnBm68
10,廢寢忘食,LVuAdV9P8yo
11,牆裡開花牆外香,4bT-Gk4YNCc
12,返老還童,XlXXbmwWzck
13,水清無魚,k4AjvasiEUU
14,自投羅網,WmIZpA5ZhsM
15,代人捉刀,dwbmr7bU9fU
16,過目不忘,GpIJ0cb0198
17,老調重彈,05CJeFPZ5bw
18,難捨難分,T-7vDxbW-Js
19,人不可貌相,ADR6FyOynNI
20,南轅北轍,nGVZBo4DKOI
21,城門失火殃及池魚,7XceNUJBBAk
22,草船借箭,wvcFymYnk-4
23,不為五斗米折腰,2DUxHyKaaS8
24,百依百順,fPtkDAC50YE
25,飽食終日,F5Iqoo2p0iM
26,本末倒置,1WlrusGTpDs
27,不恥下問,POj0MPQYVwc
28,遲疑不決,O4RqYY7gUM4
29,僧多粥少,y8XqBtrJUBs
30,助人為樂,qR4_ffCH9HQ
31,貪小失大,Lh7EL6BMa_8
32,寡不敵眾,UE207fpZC5A
33,過門不入,VuFyeCov37s
34,火上澆油,zt_y81t9zH8
35,門庭若市,4lhmODvTjj8
36,前功盡棄,UIRD1zgFLaU
37,口若懸河,BDZfiuZwnyo
38,拋磚引玉,HkPYJEr37uc
39,竹籃打水一場空,XxiDaTMyarY
41,請將不如激將,Fjs_ZqYojlk
42,山中無老虎，猴子稱大王,fSCObtLlxbg
43,狐朋狗友,RaHdSgiKhbg
44,破釜沉舟,PF8Ozvq2WdU
45,門可羅雀,vDC79HHKRXY
46,東山再起,2nT8K9n5SSg
47,以貌取人,bkr2Y0HpKe8
48,化險為夷,1E8c_X6-MwU
49,得不償失,6bQrN7oqax0
50,未雨綢繆,Uslii6irGZg
51,捨己為人,NLjjylMU40c
52,隔牆有耳,6QmYpQ7WnvY
53,割席分坐,AbVKMv9epow
54,坐井觀天,8bIRWW7Nmuk
55,少壯不努力老大徒傷悲,aEknlknLMVo
56,擅離職守,XhovH4d629I
57,高枕無憂,c74RZSJUIUs
58,避重就輕,9vNSPmD83eo
59,拆東牆補西牆,6fdGPuhtpBo
60,錦囊妙計,yR113u-T9QM
61,千錘百煉,KhtAh4zy06A
63,前人栽樹後人乘涼,NpF1N0bzm9g
65,偷雞摸狗,7VvgNWJjQnE
67,無從下手,8WZ6bI2-BDA
69,坐吃山空,Q8PExc38coU
71,出奇制勝,3wqcIpObaRU
73,含沙射影,IWz_l6-51ec
74,地廣人稀,q9YL7V8IR2w
75,物以稀為貴,onDJ7Nner5k
76,少見多怪,XkI-TxINe6o
77,棄惡從善,dAFe3nlCLhk
78,拾金不昧,oRbfQIgpU0c
79,木已成舟,CzSLU9gY5ho
81,積少成多,oJMC1SsUf8E
83,逆流而上,_5X6GQdq614
84,鐵杵成針,uxWx01vUxus
86,顧此失彼,09W8DlIoK4Q
87,喜從天降,gf2emJuqZ6Q
89,歧路亡羊,PiDDieRrc9c
91,添油加醋,7mvEm24SZbA
92,百密一疏,6lgsLM_M8uM
93,空中樓閣,ndRvwJdFBc0
95,踏破鐵鞋無覓處，得來全不費工夫,QXuZNT8mdTM
97,乘風破浪,X1ujVZ0ciYY
102,入鄉隨俗,qjAKIzNZEjs
104,化干戈為玉帛,qt35E4xWFM4
106,大材小用,jBZIx6c9TT4
108,心無二用,RCMLMAe1NKI
109,拭目以待,M5b69_q67QE
111,朝秦暮楚,jHKqvPjENtI
112,聚沙成塔,QU2f6LhqYl4
113,能者多勞,aI7j6dEVJwY
114,適得其反,pk3tKSe7BcQ
116,操之過急,rKtOS2N-P6c
118,成事不足敗事有餘,c67JL6lly04
119,差之毫釐失之千里,RXINspovg9s
121,當局者迷旁觀者清,FmUPrkPdaRU
123,茅塞頓開,qR_kwBd7iqY
126,能屈能伸,XdqEgXma1S4
127,日積月累,_ONA1LOzLes
128,獅子搏兔,eblIbdIxIvo
130,臥薪嘗膽,p3xJaRI3pzk
131,物歸原主,PPDIluDr5UA
135,勤能補拙,_T1M0CYhARU
