1,安然無恙,GdGL31bfrlk
3,鶴立雞群,0ab7FNLtE00
5,家徒四壁,byZv7SD7aGI
7,摒棄前嫌,BkgslMdcU0E
9,勢均力敵,y4Y2fmy9L4w
11,危言聳聽,qHDC1sGfiLw
12,不自量力,VI-ao5QXXt4
13,人去樓空,WYtA-mxUDrQ
15,和氣生財,O56FbPgRY1s
17,棋逢對手,o-FZ3MWGlP8
18,裡應外合,GIb0vhjwoq0
19,重在參與,5799G25dFxs
20,一諾千金,rHYYPhbsZgM
21,事不關己,sB37gACAdo0
22,先入為主,hvs5EUTLMzo
23,囂張一時,n8HqVMgBx10
24,忘恩負義,BWLnh-_8ZWc
25,高瞻遠矚,cVoV3Vu3QrI
26,勞苦功高,-jnQLJzs_LE
27,養尊處優,_8L-YMQTGRs
28,力挽狂瀾,gkX6iOEPM_E
29,子承父業,wWtAvlsCRDw
30,天羅地網,BVMattXiEPg
31,悔恨交加,0quocmOXSLQ
32,花容月貌,-5zUsP1NWYc
33,誓不兩立,psFuwPe0oRk
34,離心離德,Uz4Cu8u2z_0
35,惜墨如金,iC6uSEOHXLg
36,捷足先登,tgiTuaJfXZY
37,有志者事竟成,871qfJfMHgs
38,殊途同歸,oWRdZEh2AFg
39,盤龍臥虎,ZySYsRFPbQo
40,赤手空拳,b2AgYNcIHUw
41,逐鹿中原,ReEeO_DT6EA
42,不勞而獲,fnPbmRmDLFE
43,兢兢業業,qPHsP4Tl3B8
44,好事多磨,h2avrUmh734
45,好大喜功,9pl9U1XL2Jo
46,盡心盡力,U7J88CJy554
47,欺世盜名,gA9jE1xxtXg
48,溜之大吉,jcnArq2V-t0
49,老當益壯,wimy6Ovbrzw
50,偷雞不著蝕把米,EP7NWskSQQ4
51,心不在焉,6YTmsXx1ilc
52,怨天尤人,QfYdPYjOKRM
53,時不我待,bi5oyz3GXvc
54,有始有終,_vs35ny9d90
55,言而無信,FQG2InIfCjU
56,雙拳不敵四手,UFRHKtCUO3o
57,含辛茹苦,hRuOot2CwbU
58,嬌生慣養,9DJ10byWqvg
59,靠山吃山,Ar8gs87zhpA
60,實至名歸,ktHFS-oZ5gM
61,後來居上,ZB7WTUAJMTY
62,不進則退,HnS_B2om75g
63,爭先恐後,gm2zo5yvzag
64,公而忘私,Po0Ktj3aeHM
65,關門打狗,AEtbed5nKlk
66,吹毛求疵,-9B8lJn2fuQ
67,外強中乾,8g98SLiijWY
68,學海無涯,W5hq8bnfXgc
69,將功補過,n1FTiqwVCf4
70,開天闢地,4qmYFXEpNiM
71,無憂無慮,f5hNmF2hn8Q
72,春風夏雨,JDmVrZIN0vs
73,朝思暮想,XFt-OcdteFI
74,沒大沒小,KKSS8uqu46A
75,犬馬之勞,-8RJsk0k-es
76,船到江心補漏遲,0sBNAc0kqAY
77,顛三倒四,e-gCMiRuhaI
78,一步登天,OZFsSphzKOo
79,為民除害,tmWxnAaxUbg
80,仁心仁術,J6knknBzWKI
81,天壤之別,84Ii1NLLRZA
82,學無止境,2xe2kzcREqY
83,寧死不屈,zy00RXeDmU8
84,念念不忘,RZWgULawCkg
85,急不可耐,wak1mvGmxNE
86,意料之外,NvGrMjeijz8
87,混吃混喝,dwOQ5JFhOtY
88,膽小如鼠,K76ESDqrNQg
89,荊棘滿途,mI3Y2NWnk7M
90,財源滾滾,8hJ09G1xAwU
91,趁火打劫,HyYogdwAxig
92,過街老鼠,87w7sh28GNg
93,擒賊先擒王,JCH7gmsBfZg
94,面目全非,u1QOlCBHtlM
95,名落孫山,L2peWEjbVto
96,孤芳自賞,JoLRsYmCgTo
97,感恩圖報,JGtvWYBj6F8
98,咎由自取,yoyC6TBVRNE
99,反敗為勝,BoOPAzboJ_s
100,和而不同,4PYo2G01Uq4
101,刺股懸樑,VIwXs8HMq8I
102,狗尾續貂,8O7Ojl4QYgY
103,血口噴人,fDcsmaoulFQ
104,見鞍思馬,tiZSrOfTjw4
105,和衷共濟,f9wRqWSDbxk
106,賠了夫人又折兵,0T6g2zB2tgM
107,哀兵必勝,KDlOAiV9N3A
108,大公無私,-ruDEfe7OZU
109,沉魚落雁,wTJ8r4tF5o0
110,礎潤而雨,YVPWST5czIM
